# Command: bash -c lsof -nP 2>/dev/null | head -n 200 || true
# Date: Thu Jan 29 09:23:31 CST 2026

COMMAND     PID     USER   FD      TYPE             DEVICE      SIZE/OFF                NODE NAME
loginwind   585 patopina  cwd       DIR               1,16           704                   2 /
UserEvent   941 patopina  txt       REG               1,16        104320 1152921500312530425 /System/Library/UserEventPlugins/GSSNotificationForwarder.plugin/Contents/MacOS/GSSNotificationForwarder
UserEvent   941 patopina  txt       REG               1,16        281856 1152921500312530621 /System/Library/UserEventPlugins/com.apple.cts.plugin/Contents/MacOS/com.apple.cts
UserEvent   941 patopina  txt       REG               1,16        143504 1152921500312530479 /System/Library/UserEventPlugins/SCMonitor.plugin/Contents/MacOS/SCMonitor
UserEvent   941 patopina  txt       REG               1,16       2299152 1152921500312563341 /usr/lib/dyld
UserEvent   941 patopina  txt       REG               1,16        119280 1152921500312530533 /System/Library/UserEventPlugins/SystemPolicyEvents.plugin/Contents/MacOS/SystemPolicyEvents
UserEvent   941 patopina  txt       REG               1,16        123552 1152921500312530589 /System/Library/UserEventPlugins/com.apple.alarm.plugin/Contents/MacOS/com.apple.alarm
UserEvent   941 patopina  txt       REG               1,16        120800 1152921500312530600 /System/Library/UserEventPlugins/com.apple.bonjour.plugin/Contents/MacOS/com.apple.bonjour
UserEvent   941 patopina  txt       REG               1,16        103776 1152921500312530611 /System/Library/UserEventPlugins/com.apple.cfnotification.plugin/Contents/MacOS/com.apple.cfnotification
UserEvent   941 patopina  txt       REG               1,16        158112 1152921500312530652 /System/Library/UserEventPlugins/com.apple.fsevents.matching.plugin/Contents/MacOS/com.apple.fsevents.matching
UserEvent   941 patopina  txt       REG               1,16        103248 1152921500312530632 /System/Library/UserEventPlugins/com.apple.diskarbitration.plugin/Contents/MacOS/com.apple.diskarbitration
